top_3_accuracy,precision_at_3,recall_at_3,ndcg_at_3,mrr,resource_level,cases
0.33766233766233766,0.33766233766233766,0.16883116883116883,0.5454545454545454,0.33766233766233766,high,77
0.4375,0.4375,0.21875,0.5875,0.4375,low,80
0.40988372093023256,0.4089147286821705,0.2063953488372093,0.6482558139534884,0.40988372093023256,medium,344
0.3548387096774194,0.3548387096774194,0.1774193548387097,0.6290322580645161,0.3548387096774194,unknown,62
