top_3_accuracy,precision_at_3,recall_at_3,ndcg_at_3,mrr,agro_ecological_zone,cases
0.37640449438202245,0.37640449438202245,0.18820224719101122,0.601123595505618,0.37640449438202245,Eastern and Mt Elgon farming systems,178
0.33663366336633666,0.33663366336633666,0.16831683168316833,0.5544554455445545,0.33663366336633666,Lake Victoria Crescent and Central Uganda,101
0.3525641025641026,0.3504273504273504,0.1794871794871795,0.5897435897435898,0.3525641025641026,Northern Uganda farming systems,156
0.53125,0.53125,0.265625,0.75,0.53125,Western and South Western Highlands,128
