district,variety_id,available,supplier,availability_note
Kalangala,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kaliro,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kampala,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kamuli,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kamwenge,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kanungu,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kapchorwa,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kasese,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Katakwi,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kayunga,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kibaale,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kiboga,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kiruhura,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kisoro,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kitgum,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Koboko,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kotido,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kumi,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Kyenjojo,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Lira,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Luwero,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Lyantonde,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Manafwa,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Masaka,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Masindi,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mayuge,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mbale,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mbarara,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mityana,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Moroto,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Moyo,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mpigi,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mubende,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Mukono,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Nakapiripirit,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Nakaseke,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Nakasongola,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Namutumba,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Nebbi,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Ntungamo,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Nyadri,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Oyam,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Pader,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Pallisa,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Rakai,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Rukungiri,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Sembabule,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Sironko,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Soroti,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Tororo,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Wakiso,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Yumbe,NARO/1999/BEN/008,yes,FICA; NASECO; Syova; Equator; Ayellape; Pearl,6 licensed seed company(ies) listed nationally
Abim,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Adjumani,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Amolatar,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Amuria,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Amuru,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Apac,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Arua,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Budaka,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bududa,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bugiri,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bukedea,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bukwo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Buliisa,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bundibugyo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Bushenyi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Busia,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Butaleja,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Dokolo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Gulu,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Hoima,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Ibanda,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Iganga,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Isingiro,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Jinja,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kaabong,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kabale,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kabarole,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kaberamaido,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kalangala,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kaliro,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kampala,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kamuli,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kamwenge,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kanungu,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kapchorwa,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kasese,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Katakwi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kayunga,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kibaale,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kiboga,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kiruhura,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kisoro,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kitgum,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Koboko,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kotido,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kumi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Kyenjojo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Lira,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Luwero,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Lyantonde,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Manafwa,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Masaka,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Masindi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mayuge,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mbale,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mbarara,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mityana,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Moroto,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Moyo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mpigi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mubende,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Mukono,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Nakapiripirit,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Nakaseke,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Nakasongola,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Namutumba,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Nebbi,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Ntungamo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Nyadri,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Oyam,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Pader,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Pallisa,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Rakai,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Rukungiri,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Sembabule,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Sironko,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Soroti,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Tororo,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Wakiso,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Yumbe,NARO/1999/BEN/009,yes,Daylight Agro; Pearl Seeds; Grow More Seeds,3 licensed seed company(ies) listed nationally
Abim,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Adjumani,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Amolatar,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Amuria,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Amuru,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Apac,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Arua,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Budaka,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bududa,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bugiri,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bukedea,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bukwo,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Buliisa,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bundibugyo,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Bushenyi,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Busia,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Butaleja,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Dokolo,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Gulu,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Hoima,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Ibanda,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Iganga,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Isingiro,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Jinja,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kaabong,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kabale,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kabarole,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kaberamaido,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kalangala,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kaliro,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kampala,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kamuli,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
Kamwenge,NARO/2016/BEN/032,yes,FICA; Pearl seeds; Daylight; Miika; NASECO; Syova; Equator; Rhino Seeds Africa; BRAC Social Business Entreprise Ug Ltd; Okeba seeds; Golden Bull (U) Limited; Savana Seeds; Grow More Seeds; Masindi Seeds,14 licensed seed company(ies) listed nationally
